Alt,u,v,temp,bv2,lat,long
7668.000,1.088,2.965,2.013,0.000,46.782,-116.856
7673.000,1.096,2.961,2.058,0.000,46.782,-116.856
7679.000,1.104,2.957,2.003,0.000,46.782,-116.855
7685.000,1.189,3.016,2.048,0.000,46.782,-116.855
7690.000,1.197,3.012,1.993,0.000,46.782,-116.855
7696.000,1.399,2.929,2.038,0.000,46.782,-116.855
7701.000,1.407,2.924,2.083,0.000,46.782,-116.855
7707.000,1.493,2.983,2.028,0.000,46.782,-116.855
7712.000,1.501,2.978,2.072,0.000,46.782,-116.855
7717.000,1.587,3.036,2.117,-0.000,46.782,-116.855
7722.000,1.712,2.884,2.062,-0.000,46.783,-116.855
7728.000,1.799,2.940,2.107,0.000,46.783,-116.855
7733.000,1.808,2.935,2.051,0.000,46.783,-116.854
7738.000,1.620,3.016,2.096,0.000,46.783,-116.854
7743.000,1.628,3.011,2.141,-0.000,46.783,-116.854
7748.000,1.636,3.006,2.085,0.000,46.783,-116.854
7754.000,1.644,3.001,2.129,0.000,46.783,-116.854
7759.000,1.652,2.995,2.074,0.000,46.783,-116.854
7764.000,1.660,2.990,2.118,-0.000,46.783,-116.854
7769.000,1.548,3.130,2.063,-0.000,46.783,-116.854
7774.000,1.556,3.125,2.107,0.000,46.783,-116.854
7780.000,1.564,3.119,2.151,0.000,46.783,-116.853
7785.000,1.572,3.114,2.095,-0.000,46.783,-116.853
7790.000,1.580,3.109,2.139,-0.000,46.783,-116.853
7795.000,1.588,3.103,2.084,0.000,46.783,-116.853
7801.000,1.474,3.241,2.128,0.000,46.783,-116.853
7806.000,1.482,3.236,2.072,-0.000,46.784,-116.853
7811.000,1.490,3.230,2.116,-0.000,46.784,-116.853
7816.000,1.497,3.225,2.060,0.000,46.784,-116.853
7821.000,1.505,3.219,2.104,0.000,46.784,-116.853
7827.000,1.513,3.214,2.048,0.000,46.784,-116.853
7832.000,1.396,3.350,2.091,-0.000,46.784,-116.852
7837.000,1.403,3.345,2.035,-0.000,46.784,-116.852
7842.000,1.411,3.339,2.079,0.000,46.784,-116.852
7847.000,1.344,3.266,2.023,0.000,46.784,-116.852
7853.000,1.352,3.261,2.066,-0.000,46.784,-116.852
7858.000,1.234,3.393,2.010,-0.000,46.784,-116.852
7863.000,1.241,3.387,2.053,0.000,46.784,-116.852
7868.000,1.249,3.382,1.997,0.000,46.784,-116.852
7874.000,1.256,3.376,2.040,-0.000,46.784,-116.852
7879.000,1.135,3.506,1.984,-0.000,46.784,-116.852
7884.000,1.143,3.500,2.027,0.000,46.785,-116.851
7890.000,1.078,3.425,1.970,0.000,46.785,-116.851
7895.000,1.086,3.419,2.013,-0.000,46.785,-116.851
7900.000,0.964,3.545,1.957,-0.000,46.785,-116.851
7905.000,0.971,3.539,2.000,0.000,46.785,-116.851
7911.000,0.978,3.533,1.943,0.000,46.785,-116.851
7916.000,0.986,3.527,1.986,-0.000,46.785,-116.851
7921.000,0.861,3.651,1.929,-0.000,46.785,-116.851
7926.000,0.868,3.644,1.971,0.000,46.785,-116.851
7932.000,0.875,3.638,1.914,0.000,46.785,-116.851
7937.000,0.882,3.632,1.957,0.000,46.785,-116.851
7942.000,0.819,3.554,1.899,-0.000,46.785,-116.850
7948.000,0.693,3.673,1.942,-0.000,46.785,-116.850
7953.000,0.700,3.667,1.884,0.000,46.785,-116.850
7958.000,0.707,3.660,1.927,0.000,46.785,-116.850
7963.000,0.713,3.653,1.869,-0.000,46.786,-116.850
7969.000,0.720,3.647,1.912,-0.000,46.786,-116.850
7974.000,0.658,3.567,1.854,0.000,46.786,-116.850
7979.000,0.664,3.560,1.896,0.000,46.786,-116.850
7985.000,0.671,3.553,1.838,-0.000,46.786,-116.850
7990.000,0.677,3.546,1.880,-0.000,46.786,-116.850
7995.000,0.683,3.539,1.822,0.000,46.786,-116.849
8000.000,0.689,3.532,1.864,-0.000,46.786,-116.849
8006.000,0.627,3.451,1.806,-0.000,46.786,-116.849
8011.000,0.633,3.444,1.847,0.000,46.786,-116.849
8016.000,0.506,3.559,1.789,0.000,46.786,-116.849
8021.000,0.511,3.552,1.831,0.000,46.786,-116.849
8027.000,0.517,3.545,1.772,-0.000,46.786,-116.849
8032.000,0.522,3.538,1.714,-0.000,46.786,-116.849
8038.000,0.528,3.531,1.755,-0.000,46.786,-116.849
8044.000,0.466,3.450,1.696,0.000,46.787,-116.849
8049.000,0.538,3.517,1.738,0.000,46.787,-116.849
8055.000,0.543,3.510,1.679,0.000,46.787,-116.848
8060.000,0.549,3.503,1.720,0.000,46.787,-116.848
8066.000,0.686,3.375,1.661,0.000,46.787,-116.848
8072.000,0.691,3.368,1.702,0.000,46.787,-116.848
8077.000,0.696,3.361,1.643,-0.000,46.787,-116.848
8083.000,0.701,3.354,1.683,-0.000,46.787,-116.848
8089.000,0.705,3.347,1.624,0.000,46.787,-116.848
8094.000,0.778,3.413,1.665,0.000,46.787,-116.848
8100.000,0.783,3.406,1.606,0.000,46.787,-116.848
8105.000,0.919,3.274,1.646,0.000,46.787,-116.848
8111.000,0.923,3.267,1.587,0.000,46.787,-116.848
8117.000,0.927,3.261,1.627,0.000,46.787,-116.847
8122.000,0.931,3.254,1.568,-0.000,46.787,-116.847
8128.000,0.936,3.247,1.508,-0.000,46.788,-116.847
8133.000,1.009,3.313,1.549,0.000,46.788,-116.847
8139.000,1.014,3.306,1.489,0.000,46.788,-116.847
8145.000,1.018,3.300,1.529,0.000,46.788,-116.847
8150.000,1.153,3.166,1.469,0.000,46.788,-116.847
8156.000,1.157,3.160,1.510,0.000,46.788,-116.847
8161.000,1.161,3.154,1.450,0.000,46.788,-116.847
8167.000,1.095,3.077,1.490,-0.000,46.788,-116.847
8173.000,1.029,3.001,1.430,-0.000,46.788,-116.846
